Date,temparature_C,Humidity,NLDC Demand
17.12.2021,17.93,70.10041667,238.7916667
18.12.2021,18.13958333,69.96583333,241.5
19.12.2021,17.30208333,70.13958333,245
20.12.2021,17.15,75.34125,246.0833333
21.12.2021,18.12666667,78.76625,247.125
22.12.2021,18.33125,80.87583333,241.2916667
23.12.2021,18.10375,77.26,241.7916667
24.12.2021,17.54125,70.86208333,237.5833333
25.12.2021,17.37833333,72.02833333,241.7916667
26.12.2021,17.20666667,73.4325,238.375
27.12.2021,16.585,75.12208333,248.2083333
28.12.2021,17.01708333,73.725,247
29.12.2021,18.01791667,73.73,248.9583333
30.12.2021,18.68375,70.26083333,251.6666667
31.12.2021,18.14666667,72.91333333,240.8333333
01.01.2022,17.6275,76.87791667,240.6666667
02.01.2022,17.41208333,75.98166667,249.1666667
03.01.2022,17.36708333,74.865,238.2916667
04.01.2022,16.73166667,77.27416667,249.9583333
05.01.2022,17.26791667,72.97583333,242.5416667
06.01.2022,17.40708333,71.88791667,249.5
07.01.2022,18.27083333,73.315,242.9166667
08.01.2022,18.94958333,74.49958333,244.1875
09.01.2022,18.36956522,80.26913043,252.1304348
10.01.2022,19.12583333,80.39375,251.625
11.01.2022,19.61083333,78.75791667,254.5833333
12.01.2022,19.40291667,82.585,252.7916667
13.01.2022,16.945,88.98375,238.0416667
14.01.2022,16.33625,68.67291667,240
15.01.2022,17.46541667,70.83083333,240.25
16.01.2022,17.36375,71.58708333,244.5833333
17.01.2022,18.09416667,71.6075,249.2916667
18.01.2022,17.93041667,70.93708333,252.5833333
19.01.2022,17.8016,74.8244,249.72
20.01.2022,17.08375,77.46416667,251.75
21.01.2022,17.42666667,75.295,242.5416667
22.01.2022,16.25791667,74.12958333,244.7916667
23.01.2022,17.56541667,71.9,121.625
24.01.2022,17.30291667,81.48083333,0
25.01.2022,16.71583333,80.84875,0
26.01.2022,16.96208333,79.50041667,0
27.01.2022,16.28583333,80.68,0
28.01.2022,13.85041667,68.71375,0
29.01.2022,13.81291667,73.40291667,0
30.01.2022,14.49041667,70.81458333,0
31.01.2022,15.17708333,70.00875,0
01.02.2022,15.37166667,74.84708333,0
02.02.2022,15.65333333,78.86416667,0
03.02.2022,16.29,77.7475,0
04.02.2022,17.72916667,76.57375,0
05.02.2022,15.52708333,82.96833333,0
06.02.2022,14.30958333,73.80458333,0
07.02.2022,14.91083333,73.57208333,0
08.02.2022,15.1225,70.35916667,0
09.02.2022,15.76125,70.26666667,0
10.02.2022,16.54208333,77.6325,0
11.02.2022,17.08458333,77.13208333,0
12.02.2022,15.90958333,67.92208333,0
13.02.2022,17.47375,60.21541667,0
14.02.2022,17.50125,59.67625,0
15.02.2022,18.09375,54.83541667,0
16.02.2022,17.82791667,62.015,0
17.02.2022,17.56541667,61.79333333,0
18.02.2022,17.85625,61.78833333,0
19.02.2022,17.60041667,59.9225,0
20.02.2022,17.11291667,68.34416667,0
21.02.2022,16.60375,78.89958333,0
22.02.2022,17.86708333,70.0725,62.75
23.02.2022,19.4975,65.08791667,227.9583333
24.02.2022,19.485,73.1925,266.9583333
25.02.2022,18.68916667,82.32833333,245.25
26.02.2022,20.62791667,74.89625,263.125
27.02.2022,20.6225,67.50166667,272.125
28.02.2022,21.57333333,69.75541667,270.625
01.03.2022,21.11916667,61.0675,270.0833333
02.03.2022,21.09833333,58.89625,265.9166667
03.03.2022,21.20958333,57.33625,270.25
04.03.2022,21.42166667,55.70416667,262.7458333
05.03.2022,21.93708333,55.93708333,267.5416667
06.03.2022,22.91666667,58.04083333,284.7916667
07.03.2022,24.02208333,53.10375,299.25
08.03.2022,24.48833333,52.20916667,308
09.03.2022,24.08,56.85375,312.4166667
10.03.2022,23.43208333,58.21833333,331.3958333
11.03.2022,23.69375,51.37541667,326.9791667
12.03.2022,24.1575,50.89083333,315.2916667
13.03.2022,24.705,56.805,337.3333333
14.03.2022,25.06375,58.03416667,363.9166667
15.03.2022,25.90333333,53.61,376
16.03.2022,25.38791667,55.445,369.7083333
